瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%)
236,何咯,2019-01-01,-2.7,0,.9,77.9
236,何咯,2019-01-02,-4.5,,.9,73.3
236,何咯,2019-01-03,-4.2,,.5,66.8
236,何咯,2019-01-04,-3.6,,.5,68.8
236,何咯,2019-01-05,-2,,1.2,57.5
236,何咯,2019-01-06,-3.4,,.7,59.5
236,何咯,2019-01-07,-2.7,,.7,73.4
236,何咯,2019-01-08,-2.2,,1.8,58.1
236,何咯,2019-01-09,-4.3,,.8,45
236,何咯,2019-01-10,-1.7,,.5,59
236,何咯,2019-01-11,2,,.9,63.9
236,何咯,2019-01-12,4.5,0,1,64.4
236,何咯,2019-01-13,.2,,.6,68.5
236,何咯,2019-01-14,-.8,,.5,80.3
236,何咯,2019-01-15,-.9,0,2,72
236,何咯,2019-01-16,-4.2,,1.1,59.4
236,何咯,2019-01-17,-1.6,,.6,72.5
236,何咯,2019-01-18,-1,,.5,75
236,何咯,2019-01-19,2.1,,.4,69.3
236,何咯,2019-01-20,.3,,2.1,52.6
236,何咯,2019-01-21,-1.5,,1.1,69.3
236,何咯,2019-01-22,.2,,.9,72.9
236,何咯,2019-01-23,.7,,1.1,62.9
236,何咯,2019-01-24,-1.6,,.6,58.5
236,何咯,2019-01-25,-2.2,,1.6,56.6
236,何咯,2019-01-26,-3,,1.8,47.3
236,何咯,2019-01-27,-2.2,,.8,68.3
236,何咯,2019-01-28,1.4,.5,1.9,64.5
236,何咯,2019-01-29,-1.9,,.8,60.9
236,何咯,2019-01-30,1.4,,.8,64.6
236,何咯,2019-01-31,-.1,,1.7,52.1
236,何咯,2019-02-01,-2.8,,.8,71.6
236,何咯,2019-02-02,.6,.3,.7,76
236,何咯,2019-02-03,4.5,23,1.5,93.4
236,何咯,2019-02-04,.6,,1.2,58.3
236,何咯,2019-02-05,1.4,,.5,61.5
236,何咯,2019-02-06,4.7,,.9,73
236,何咯,2019-02-07,1,,2.8,51.3
236,何咯,2019-02-08,-3.1,,1.9,38
236,何咯,2019-02-09,-2.5,,2.5,42.8
236,何咯,2019-02-10,-2.3,,1.6,37
236,何咯,2019-02-11,-2.2,,1.7,54
236,何咯,2019-02-12,-.8,,.9,58.3
236,何咯,2019-02-13,-.3,,1.7,43.8
236,何咯,2019-02-14,.5,,1.1,45.1
236,何咯,2019-02-15,.9,.1,1.2,66
